Timestamp,From Bank,From Account,To Account,Amount Received,Receiving Currency,Payment Format,Converted USD
2022/09/01 00:05,1292,8003307C0,8003307C0,20966.44,USD,Reinvestment,20966.44
2022/09/01 00:18,1292,8003322C0,8003322C0,15914.01,USD,Reinvestment,15914.01
2022/09/01 00:26,1292,8003307C0,8003307C0,10.01,USD,Reinvestment,10.01
2022/09/01 00:05,1292,8003362A0,8003362A0,16.19,USD,Reinvestment,16.19
2022/09/01 00:04,1292,800388E10,800388E10,444063.49,USD,Reinvestment,444063.49
2022/09/01 00:01,1292,8003467C0,8003467C0,123616.22,USD,Reinvestment,123616.22
2022/09/01 00:05,1292,80034F370,80034F370,1862.68,USD,Reinvestment,1862.68
2022/09/01 00:29,1362,80034DF70,800393D40,85342.0,USD,Cheque,85342.0
2022/09/01 00:02,1292,800348590,800348590,15.01,USD,Reinvestment,15.01
2022/09/01 00:15,1292,8001EDF30,8001EDF30,3523.33,USD,Reinvestment,3523.33
2022/09/01 00:11,1292,8001EDEE0,8001EDEE0,15.8,USD,Reinvestment,15.8
2022/09/01 00:27,10,8002670F0,8003AEA10,39469.27,USD,Cheque,39469.27
2022/09/01 00:25,10,8002670F0,8003AEA10,12970.55,USD,ACH,12970.55
2022/09/01 00:01,1292,8003AF240,8003AF240,16.73,USD,Reinvestment,16.73
2022/09/01 00:09,1292,8003AFEA0,8003AFEA0,21622.52,USD,Reinvestment,21622.52
2022/09/01 00:29,1292,8003AFEA0,8003AFEA0,21.21,USD,Reinvestment,21.21
2022/09/01 00:24,1292,8003BE730,8003BE730,5831.93,USD,Reinvestment,5831.93
2022/09/01 00:08,1292,8003BCF50,8003BCF50,15.89,USD,Reinvestment,15.89
2022/09/01 00:15,1292,8003C24D0,8003C24D0,52487.58,USD,Reinvestment,52487.58
2022/09/01 00:29,3274,8003CC8B0,8003CC810,7640.77,USD,Cheque,7640.77
2022/09/01 00:19,1292,8003CDEC0,8003CDEC0,807899.48,USD,Reinvestment,807899.48
2022/09/01 00:26,1292,8003D3470,8003D3470,686293.05,USD,Reinvestment,686293.05
2022/09/01 00:00,1292,8003E6C90,8003E6C90,1098415.11,USD,Reinvestment,1098415.11
2022/09/01 00:24,1292,8003E6C90,8003E6C90,24.95,USD,Reinvestment,24.95
2022/09/01 00:04,1292,8003E21B0,8003E21B0,8021.13,USD,Reinvestment,8021.13
2022/09/01 00:18,1292,8003FB060,8003FB060,91167.7,USD,Reinvestment,91167.7
2022/09/01 00:09,1292,8003E21B0,8003E21B0,17.58,USD,Reinvestment,17.58
2022/09/01 00:25,1292,8003F6BE0,8003F6BE0,19.67,USD,Reinvestment,19.67
2022/09/01 00:04,1292,8004030A0,8004030A0,4.51,USD,Reinvestment,4.51
2022/09/01 00:02,1292,800406CE0,800406CE0,2322.03,USD,Reinvestment,2322.03
2022/09/01 00:21,1292,800406CE0,800406CE0,24.73,USD,Reinvestment,24.73
2022/09/01 00:11,1292,8004191B0,8004191B0,22.54,USD,Reinvestment,22.54
2022/09/01 00:12,1292,8004203B0,8004203B0,383122.34,USD,Reinvestment,383122.34
2022/09/01 00:10,1292,8004285A0,8004285A0,20.57,USD,Reinvestment,20.57
2022/09/01 00:22,3365,800418BD0,8004110B0,543.94,USD,Cheque,543.94
2022/09/01 00:24,1292,8004110B0,8004110B0,6.04,USD,Reinvestment,6.04
2022/09/01 00:19,70,100428660,800432260,3559080.69,USD,Cheque,3559080.69
2022/09/01 00:12,70,100428660,800432260,9985.7,USD,Credit Card,9985.7
2022/09/01 00:01,70,100428660,800432260,1568386.22,USD,Cash,1568386.22
2022/09/01 00:27,1292,800436410,800436410,3948551.47,USD,Reinvestment,3948551.47
2022/09/01 00:14,1292,800436410,800436410,16.62,USD,Reinvestment,16.62
2022/09/01 00:21,220,8001576B0,8004572B0,10791.37,USD,Cheque,10791.37
2022/09/01 00:19,220,8001576B0,8004572B0,6239.93,USD,Credit Card,6239.93
2022/09/01 00:14,220,8001576B0,8004572B0,7019.55,USD,Cash,7019.55
2022/09/01 00:24,220,8001576B0,8004572B0,92.26,USD,ACH,92.26
2022/09/01 00:02,1420,800465FE0,8004661C0,274450275.0,USD,Cheque,274450275.0
2022/09/01 00:13,1292,800466080,800466080,18.61,USD,Reinvestment,18.61
2022/09/01 00:26,1292,80045C4B0,80045C4B0,5.99,USD,Reinvestment,5.99
2022/09/01 00:20,1292,8004674F0,8004674F0,14.38,USD,Reinvestment,14.38
2022/09/01 00:20,1292,80046E4D0,80046E4D0,17671.79,USD,Reinvestment,17671.79
2022/09/01 00:02,1292,80046E570,80046E570,5715.26,USD,Reinvestment,5715.26
2022/09/01 00:21,1292,80046E4D0,80046E4D0,8.11,USD,Reinvestment,8.11
2022/09/01 00:24,1292,80046E570,80046E570,24.73,USD,Reinvestment,24.73
2022/09/01 00:15,1292,800473960,800473960,11.59,USD,Reinvestment,11.59
2022/09/01 00:05,1292,80047CFD0,80047CFD0,131662.18,USD,Reinvestment,131662.18
2022/09/01 00:12,1292,8004825B0,8004825B0,18.15,USD,Reinvestment,18.15
2022/09/01 00:06,10,8002A4490,8004839B0,3911.27,USD,Cheque,3911.27
2022/09/01 00:03,10,8002A4490,8004839B0,3263.62,USD,ACH,3263.62
2022/09/01 00:20,1292,8004872A0,8004872A0,5979.81,USD,Reinvestment,5979.81
2022/09/01 00:07,1292,80049C1E0,80049C1E0,1763352.61,USD,Reinvestment,1763352.61
2022/09/01 00:14,3211,80049C2D0,80049C1E0,1159.28,USD,ACH,1159.28
2022/09/01 00:29,1292,8004A10C0,8004A10C0,17.83,USD,Reinvestment,17.83
2022/09/01 00:29,1292,8004B06A0,8004B06A0,3963625.93,USD,Reinvestment,3963625.93
2022/09/01 00:12,1292,8004A97E0,8004A97E0,1667.06,USD,Reinvestment,1667.06
2022/09/01 00:26,1292,8004C7010,8004C7010,141113.75,USD,Reinvestment,141113.75
2022/09/01 00:25,1292,800483630,800484420,97724.0,USD,ACH,97724.0
2022/09/01 00:06,10,80044A390,80043C730,532309.0,USD,Cheque,532309.0
2022/09/01 00:23,1292,80044F370,80044F370,37071.94,USD,Reinvestment,37071.94
2022/09/01 00:01,1292,8004DCD00,8004DCD00,100504.92,USD,Reinvestment,100504.92
2022/09/01 00:11,1292,8003BC9C0,8003BC9C0,20.17,USD,Reinvestment,20.17
2022/09/01 00:26,1292,800547DE0,800547DE0,439461.49,USD,Reinvestment,439461.49
2022/09/01 00:24,1292,80055C740,80055C740,667.97,USD,Reinvestment,667.97
2022/09/01 00:27,1292,80056BE50,80056BE50,162592.24,USD,Reinvestment,162592.24
2022/09/01 00:21,1292,80057A600,80057A600,12.27,USD,Reinvestment,12.27
2022/09/01 00:16,1292,800578AF0,800578AF0,6841.44,USD,Reinvestment,6841.44
2022/09/01 00:22,1292,80057BF50,80057BF50,1326.5,USD,Reinvestment,1326.5
2022/09/01 00:11,1292,80057BF50,80057BF50,24.96,USD,Reinvestment,24.96
2022/09/01 00:22,1292,80058A490,80058A490,3.87,USD,Reinvestment,3.87
2022/09/01 00:12,1292,80058D3C0,80058D3C0,13750.74,USD,Reinvestment,13750.74
2022/09/01 00:15,1292,800575A70,800575A70,2434.04,USD,Reinvestment,2434.04
2022/09/01 00:15,1292,800595480,800595480,1333775.07,USD,Reinvestment,1333775.07
2022/09/01 00:28,1292,80059A9E0,80059A9E0,68344.61,USD,Reinvestment,68344.61
2022/09/01 00:17,1292,80059E6C0,80059E6C0,575634.31,USD,Reinvestment,575634.31
2022/09/01 00:09,1292,8005AB590,8005AB590,4455.89,USD,Reinvestment,4455.89
2022/09/01 00:09,1292,8005AB860,8005AB860,7025.48,USD,Reinvestment,7025.48
2022/09/01 00:12,1292,8005AFD60,8005AFD60,11065.8,USD,Reinvestment,11065.8
2022/09/01 00:22,1292,8005AB590,8005AB590,9.53,USD,Reinvestment,9.53
2022/09/01 00:09,1292,8005AB860,8005AB860,7.68,USD,Reinvestment,7.68
2022/09/01 00:20,1292,8005B8F70,8005B8F70,93178.1,USD,Reinvestment,93178.1
2022/09/01 00:09,1292,8005B8F70,8005B8F70,20.85,USD,Reinvestment,20.85
2022/09/01 00:05,1292,8005BD570,8005BD570,12859.42,USD,Reinvestment,12859.42
2022/09/01 00:08,3206,8005BE670,8005BD570,2843.8,USD,Wire,2843.8
2022/09/01 00:11,1292,8005BE490,8005BE490,12.34,USD,Reinvestment,12.34
2022/09/01 00:25,70,100428660,8005C97D0,37381.7,USD,Cheque,37381.7
2022/09/01 00:13,1292,8005CA070,8005CA070,22.16,USD,Reinvestment,22.16
2022/09/01 00:20,70,100428660,8005CD2C0,14745.79,USD,Cheque,14745.79
2022/09/01 00:13,70,100428660,8005CD2C0,17098.47,USD,Credit Card,17098.47
2022/09/01 00:28,1292,8002C8760,8002C8760,21.03,USD,Reinvestment,21.03
2022/09/01 00:19,1292,800274200,800274200,21.21,USD,Reinvestment,21.21
2022/09/01 00:15,1292,8005E0460,8005E0460,151312.36,USD,Reinvestment,151312.36
2022/09/01 00:00,1292,8005F34E0,8005F34E0,300268.19,USD,Reinvestment,300268.19
2022/09/01 00:27,1292,8005F70E0,8005F70E0,7.49,USD,Reinvestment,7.49
2022/09/01 00:07,1292,8005F73A0,8005F73A0,9.44,USD,Reinvestment,9.44
2022/09/01 00:06,1,80033CEC0,8005F9110,12806.51,USD,Cheque,12806.51
2022/09/01 00:22,1,80033CEC0,8005F9110,25255.37,USD,Credit Card,25255.37
2022/09/01 00:15,1,80033CEC0,8005F9110,1526.07,USD,Cash,1526.07
2022/09/01 00:18,1,80033CEC0,8005F9110,3394.2,USD,ACH,3394.2
2022/09/01 00:24,1292,8005F9110,8005F9110,12.17,USD,Reinvestment,12.17
2022/09/01 00:10,1292,80061A350,80061A350,339782.34,USD,Reinvestment,339782.34
2022/09/01 00:22,1292,80061AF50,80061AF50,19.01,USD,Reinvestment,19.01
2022/09/01 00:02,1292,800625660,800625660,468135.24,USD,Reinvestment,468135.24
2022/09/01 00:00,1,800645240,8006452E0,33079287.14,USD,ACH,33079287.14
2022/09/01 00:22,1292,8006541B0,8006541B0,23.1,USD,Reinvestment,23.1
2022/09/01 00:05,1292,800659FD0,800659FD0,299205.54,USD,Reinvestment,299205.54
2022/09/01 00:18,1292,80065A380,80065A380,12031.98,USD,Reinvestment,12031.98
2022/09/01 00:00,1292,800667140,800667140,15.76,USD,Reinvestment,15.76
2022/09/01 00:18,1292,80066C810,80066C810,9.42,USD,Reinvestment,9.42
2022/09/01 00:08,1292,800651E90,800651E90,12513.26,USD,Reinvestment,12513.26
2022/09/01 00:22,1292,800656BE0,800656BE0,812.27,USD,Reinvestment,812.27
2022/09/01 00:29,1292,800656BE0,800656BE0,14.05,USD,Reinvestment,14.05
2022/09/01 00:25,908,80064C680,80064D0F0,829552012.0,USD,Cheque,829552012.0
2022/09/01 00:29,1292,80064D1E0,80064D1E0,645.82,USD,Reinvestment,645.82
2022/09/01 00:04,1601,8003EFE00,80064D1E0,1478.48,USD,Cheque,1478.48
2022/09/01 00:16,1601,8003EFE00,80064D1E0,2880.56,USD,Credit Card,2880.56
2022/09/01 00:26,1292,80067F6F0,80067F6F0,18.91,USD,Reinvestment,18.91
2022/09/01 00:18,12,8004B08C0,800681A40,553.2,USD,Cheque,553.2
2022/09/01 00:08,12,8004B08C0,800681A40,756.93,USD,Credit Card,756.93
2022/09/01 00:00,1,800466E10,80068F0A0,631709.34,USD,Cheque,631709.34
2022/09/01 00:11,1292,80068F0A0,80068F0A0,11.61,USD,Reinvestment,11.61
2022/09/01 00:02,1292,80062DA10,80062DA10,10753.18,USD,Reinvestment,10753.18
2022/09/01 00:17,1292,80062DA10,80062DA10,10.65,USD,Reinvestment,10.65
2022/09/01 00:19,513,8003C0340,8006B02A0,1099765.52,USD,Cheque,1099765.52
2022/09/01 00:21,513,8003C0340,8006B02A0,11686.62,USD,Credit Card,11686.62
2022/09/01 00:00,513,8003C0340,8006B02A0,2438406.9,USD,Cash,2438406.9
2022/09/01 00:17,1292,8006B9240,8006B9240,76004.69,USD,Reinvestment,76004.69
2022/09/01 00:18,1292,8006B9240,8006B9240,14.93,USD,Reinvestment,14.93
2022/09/01 00:18,1292,8006CBD40,8006CBD40,19.92,USD,Reinvestment,19.92
2022/09/01 00:01,1292,8006D7690,8006D7690,6180262.21,USD,Reinvestment,6180262.21
2022/09/01 00:00,1292,8006E6A40,8006E6A40,1497.19,USD,Reinvestment,1497.19
2022/09/01 00:03,1292,8006EB310,8006EB310,309055.4,USD,Reinvestment,309055.4
2022/09/01 00:16,31091,8006EE530,8006EC1E0,0.01,USD,Cheque,0.01
2022/09/01 00:00,1292,8006EC1E0,8006EC1E0,4.21,USD,Reinvestment,4.21
2022/09/01 00:06,70,100428660,800712830,158460.54,USD,Cheque,158460.54
2022/09/01 00:00,70,100428660,800712830,14777.01,USD,Credit Card,14777.01
2022/09/01 00:10,70,100428660,800712830,140027.35,USD,Cash,140027.35
2022/09/01 00:16,1047,80072BC50,80018F970,3.92,USD,Credit Card,3.92
2022/09/01 00:03,1292,800736870,800736870,15.93,USD,Reinvestment,15.93
2022/09/01 00:23,1292,800750AF0,800750AF0,291524.74,USD,Reinvestment,291524.74
2022/09/01 00:25,1292,800758E00,800758E00,93455.39,USD,Reinvestment,93455.39
2022/09/01 00:28,1292,800758E00,800758E00,7.32,USD,Reinvestment,7.32
2022/09/01 00:09,1292,800735DE0,800735DE0,12840.45,USD,Reinvestment,12840.45
2022/09/01 00:06,3607,8007586C0,800753A10,0.01,USD,Cheque,0.01
2022/09/01 00:07,21174,800738670,800761C60,1835021.0,USD,ACH,1835021.0
2022/09/01 00:29,1292,800761E60,800761E60,2521.46,USD,Reinvestment,2521.46
2022/09/01 00:20,1292,800761E60,800761E60,15.6,USD,Reinvestment,15.6
2022/09/01 00:16,1292,80076BE80,80076BE80,1894691.13,USD,Reinvestment,1894691.13
2022/09/01 00:15,10,800182360,80076BE80,4990.94,USD,Cheque,4990.94
2022/09/01 00:26,10,800182360,80076BE80,6993.02,USD,Credit Card,6993.02
2022/09/01 00:25,70,100428660,800796300,60940.03,USD,Cheque,60940.03
2022/09/01 00:09,70,100428660,800796300,14677.27,USD,Credit Card,14677.27
2022/09/01 00:10,70,100428660,800796300,3675.97,USD,Cash,3675.97
2022/09/01 00:20,1292,8007A3720,8007A3720,2355585.4,USD,Reinvestment,2355585.4
2022/09/01 00:29,1292,800804130,800804130,116326.16,USD,Reinvestment,116326.16
2022/09/01 00:03,1292,800804130,800804130,20.96,USD,Reinvestment,20.96
2022/09/01 00:24,1,800792340,800804B60,181.99,USD,Cheque,181.99
2022/09/01 00:08,1,800792340,800804B60,183.39,USD,Credit Card,183.39
2022/09/01 00:10,1,800792340,800804B60,350.37,USD,Wire,350.37
2022/09/01 00:26,1292,800804B60,800804B60,12.92,USD,Reinvestment,12.92
2022/09/01 00:15,1292,80081E1A0,80081E1A0,500643.13,USD,Reinvestment,500643.13
2022/09/01 00:03,1292,80082EEE0,80082EEE0,11419.87,USD,Reinvestment,11419.87
2022/09/01 00:25,1292,800838020,800838020,23.08,USD,Reinvestment,23.08
2022/09/01 00:09,1292,80083DDB0,80083DDB0,2319.35,USD,Reinvestment,2319.35
2022/09/01 00:03,31153,8008475F0,8008492C0,1876.35,USD,Cheque,1876.35
2022/09/01 00:24,1292,800853940,800853940,215669.86,USD,Reinvestment,215669.86
2022/09/01 00:13,1292,800853940,800853940,6.23,USD,Reinvestment,6.23
2022/09/01 00:10,1292,800885CE0,800885CE0,723.96,USD,Reinvestment,723.96
2022/09/01 00:06,1292,80088A770,80088A770,2887008.7,USD,Reinvestment,2887008.7
2022/09/01 00:28,1292,8008DDC30,8008DDC30,9.54,USD,Reinvestment,9.54
2022/09/01 00:10,1292,8008DDC30,8008DDC30,18.37,USD,Reinvestment,18.37
2022/09/01 00:21,1292,800903B70,800903B70,19.29,USD,Reinvestment,19.29
2022/09/01 00:12,1292,8008BD7F0,8008BD7F0,16.9,USD,Reinvestment,16.9
2022/09/01 00:22,1292,800919C20,800919C20,23721.06,USD,Reinvestment,23721.06
2022/09/01 00:18,1588,800953F80,80093D140,1538920.0,USD,Cheque,1538920.0
2022/09/01 00:15,1292,800959D50,800959D50,12.42,USD,Reinvestment,12.42
2022/09/01 00:10,1292,800811630,800811630,42418.72,USD,Reinvestment,42418.72
2022/09/01 00:12,31798,800A69B50,800A69D20,9180.35,USD,Wire,9180.35
2022/09/01 00:29,1292,800A6B0F0,800A6B0F0,22894.49,USD,Reinvestment,22894.49
2022/09/01 00:15,1292,800A7BEE0,800A7BEE0,22.29,USD,Reinvestment,22.29
2022/09/01 00:18,1292,800A89B40,800A89B40,19.3,USD,Reinvestment,19.3
2022/09/01 00:03,31786,800A89EC0,800A8E2B0,0.01,USD,Cheque,0.01
2022/09/01 00:01,1292,800A8E2B0,800A8E2B0,4585.9,USD,Reinvestment,4585.9
2022/09/01 00:14,1292,800A8E2B0,800A8E2B0,13.68,USD,Reinvestment,13.68
2022/09/01 00:11,1292,800A93710,800A93710,3474.17,USD,Reinvestment,3474.17
2022/09/01 00:00,1292,800A9ACD0,800A9ACD0,763.55,USD,Reinvestment,763.55
2022/09/01 00:01,1292,800AAF1A0,800AAF1A0,459.86,USD,Reinvestment,459.86
2022/09/01 00:16,1292,800B13280,800B13280,10.42,USD,Reinvestment,10.42
2022/09/01 00:11,11471,800A70BD0,800B15F30,4307.2,USD,Cheque,4307.2
2022/09/01 00:06,11471,800A70BD0,800B15F30,12130.9,USD,Credit Card,12130.9
2022/09/01 00:24,1292,800B19A90,800B19A90,479.36,USD,Reinvestment,479.36
2022/09/01 00:20,1292,800B36C10,800B36C10,263209.41,USD,Reinvestment,263209.41
2022/09/01 00:26,1729,800A6B6D0,800B36C10,154830.13,USD,Cheque,154830.13
2022/09/01 00:29,1292,800B45CC0,800B45CC0,810.01,USD,Reinvestment,810.01
2022/09/01 00:09,1292,800B53720,800B53720,5817.34,USD,Reinvestment,5817.34
2022/09/01 00:10,1292,800BB73D0,800BB73D0,438478.68,USD,Reinvestment,438478.68
2022/09/01 00:11,1292,800BBC870,800BBC870,2628.18,USD,Reinvestment,2628.18
2022/09/01 00:23,1292,800BBC870,800BBC870,5.62,USD,Reinvestment,5.62
2022/09/01 00:00,1292,800BC60F0,800BC60F0,6438.53,USD,Reinvestment,6438.53
2022/09/01 00:26,1292,800BB9840,800BB9840,5262016.86,USD,Reinvestment,5262016.86
2022/09/01 00:04,908,800849EF0,800BB9840,966.49,USD,Cheque,966.49
2022/09/01 00:01,908,800849EF0,800BB9840,2470.01,USD,Credit Card,2470.01
2022/09/01 00:12,908,800849EF0,800BB9840,1181.13,USD,Cash,1181.13
2022/09/01 00:17,908,800849EF0,800BB9840,1271.06,USD,ACH,1271.06
2022/09/01 00:10,1292,800C1E8A0,800C1E8A0,22.85,USD,Reinvestment,22.85
2022/09/01 00:21,31307,800C1EF30,800C15270,7423.11,USD,ACH,7423.11
2022/09/01 00:05,1292,800C09330,800C09330,2288.25,USD,Reinvestment,2288.25
2022/09/01 00:18,2843,8005F3310,800C38CA0,16930.59,USD,Cheque,16930.59
2022/09/01 00:25,2843,8005F3310,800C38CA0,13948.66,USD,ACH,13948.66
2022/09/01 00:26,1292,800C38CA0,800C38CA0,19.48,USD,Reinvestment,19.48
2022/09/01 00:25,11318,800C3E6C0,806E96100,18.99,USD,Credit Card,18.99
2022/09/01 00:00,1292,800CC2750,800CC2750,19966394.91,USD,Reinvestment,19966394.91
2022/09/01 00:03,1292,800CD6690,800CD6690,141398.76,USD,Reinvestment,141398.76
2022/09/01 00:22,1292,800CFBFA0,800CFBFA0,38820.33,USD,Reinvestment,38820.33
2022/09/01 00:22,1292,800D22490,800D22490,6951.99,USD,Reinvestment,6951.99
2022/09/01 00:21,1292,800D357D0,800D357D0,214364.68,USD,Reinvestment,214364.68
2022/09/01 00:04,1292,800D38A40,800D38A40,26662.86,USD,Reinvestment,26662.86
2022/09/01 00:06,1292,800D38A40,800D38A40,13.33,USD,Reinvestment,13.33
2022/09/01 00:01,1292,800D7BE50,800D7BE50,11.85,USD,Reinvestment,11.85
2022/09/01 00:07,1292,800DF30E0,800DF30E0,7.32,USD,Reinvestment,7.32
2022/09/01 00:24,1292,800DF7070,800DF7070,4.88,USD,Reinvestment,4.88
2022/09/01 00:24,1292,800E0D680,800E0D680,3.98,USD,Reinvestment,3.98
2022/09/01 00:01,1292,800E8CA10,800E8CA10,80392.54,USD,Reinvestment,80392.54
2022/09/01 00:17,1292,800E8CA10,800E8CA10,3.85,USD,Reinvestment,3.85
2022/09/01 00:06,1292,800E8C6E0,800E8C6E0,1497.28,USD,Reinvestment,1497.28
2022/09/01 00:25,1292,800E91830,800E91830,89768.03,USD,Reinvestment,89768.03
2022/09/01 00:28,1292,800E37DF0,800E37DF0,21644.74,USD,Reinvestment,21644.74
2022/09/01 00:11,1292,800EB3B50,800EB3B50,2884.96,USD,Reinvestment,2884.96
2022/09/01 00:19,1292,800EB3B50,800EB3B50,10.6,USD,Reinvestment,10.6
2022/09/01 00:23,1292,800EC6160,800EC6160,206.85,USD,Reinvestment,206.85
2022/09/01 00:24,1292,800F66350,800F66350,5871.99,USD,Reinvestment,5871.99
2022/09/01 00:08,1292,800F7C2F0,800F7C2F0,4019.38,USD,Reinvestment,4019.38
2022/09/01 00:27,1292,800F98690,800F98690,567765.31,USD,Reinvestment,567765.31
2022/09/01 00:00,1292,800FBEF60,800FBEF60,376646.34,USD,Reinvestment,376646.34
